collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2023351318630,2023,351318630,2,1,2,2,1,1,3,0,0,2,0,0,9,2,E01026175,3,1,0.0,1.0,-1
2021351103023,2021,351103023,2,1,1,1,41,7,3,0,0,0,0,0,1,8,E01033115,3,1,0.0,1.0,-1
2024351537230,2024,351537230,1,1,3,1,14,3,2,4,1,0,0,-1,0,3,E01017975,7,1,1.0,0.0,1
2022351172212,2022,351172212,2,2,2,1,0,1,3,0,0,2,0,0,9,-1,-1,3,1,0.0,1.0,-1
2023351344324,2023,351344324,2,1,1,2,23,5,3,0,0,0,0,0,1,10,E01017985,3,1,0.0,1.0,-1
2022351167981,2022,351167981,1,1,3,1,37,7,3,5,1,0,0,-1,0,2,E01017946,3,1,0.0,1.0,-1
2022351131186,2022,351131186,1,1,3,1,31,6,2,5,9,0,0,-1,0,9,E01018054,7,1,1.0,0.0,-1
2022351130231,2022,351130231,2,1,1,1,41,7,3,0,0,0,0,0,9,10,E01018222,3,1,0.0,1.0,-1
2021351137178,2021,351137178,3,2,1,1,44,7,3,0,0,0,0,0,21,-1,-1,3,1,0.0,1.0,-1
2024351508579,2024,351508579,2,1,1,2,40,7,3,0,0,0,0,0,9,10,E01035555,3,1,0.0,1.0,3
2021351020584,2021,351020584,2,1,1,2,53,8,3,0,0,0,0,0,1,9,E01018006,3,1,0.0,1.0,-1
2024351526525,2024,351526525,2,1,1,2,32,6,3,0,0,0,0,0,1,9,E01018008,3,1,0.0,1.0,1
2020350943472,2020,350943472,1,1,1,2,42,7,3,0,0,0,0,0,9,10,E01018266,3,1,0.0,1.0,-1
2024351513109,2024,351513109,2,1,1,1,43,7,2,0,0,0,0,0,-1,3,E01017979,7,1,1.0,0.0,1
2021351068411,2021,351068411,1,1,3,2,-1,-1,3,10,9,0,0,0,0,-1,-1,3,1,0.0,1.0,-1
2021351077290,2021,351077290,1,1,1,1,91,11,3,0,0,0,0,0,9,9,E01018038,3,1,0.0,1.0,-1
2020350955333,2020,350955333,1,1,1,1,21,5,3,0,0,0,0,0,1,7,E01017965,3,1,0.0,1.0,-1
2020350958266,2020,350958266,1,1,1,1,28,6,3,0,0,0,0,0,1,5,E01017991,3,1,0.0,1.0,-1
2024351496667,2024,351496667,2,2,1,2,9,2,3,0,0,0,0,0,1,10,E01017955,3,1,0.0,1.0,1
2021351116142,2021,351116142,1,1,1,2,25,5,3,0,0,0,0,0,9,9,E01018278,3,1,0.0,1.0,-1
2022351236711,2022,351236711,2,1,1,1,29,6,2,0,0,0,0,0,1,2,E01017948,7,1,1.0,0.0,-1
2023351349960,2023,351349960,2,3,2,2,8,2,2,0,0,2,0,0,9,6,E01020529,5,1,1.0,0.0,-1
2022351218183,2022,351218183,1,1,1,1,62,9,3,0,0,0,0,0,9,10,E01018191,3,1,0.0,1.0,-1
2022351139722,2022,351139722,2,1,1,1,45,7,3,0,0,0,0,0,1,10,E01018007,3,1,0.0,1.0,-1
2023351333234,2023,351333234,2,1,1,1,-1,-1,3,0,0,0,0,0,-1,4,E01017947,3,1,0.0,1.0,-1
2023351358429,2023,351358429,1,1,3,2,18,4,2,4,1,0,0,0,0,7,E01018002,5,1,1.0,0.0,-1
2023351279146,2023,351279146,2,1,1,2,31,6,3,0,0,0,0,0,1,8,E01020504,3,1,0.0,1.0,-1
2020350980222,2020,350980222,2,1,1,1,35,6,2,0,0,0,0,0,1,5,E01017945,7,1,1.0,0.0,-1
2021351020630,2021,351020630,1,1,1,1,21,5,2,0,0,0,0,0,9,8,E01033119,7,1,1.0,0.0,-1
2020351001892,2020,351001892,1,1,3,1,43,7,2,1,9,0,0,0,0,7,E01017976,6,1,1.0,0.0,-1
2023351309227,2023,351309227,2,3,2,2,77,11,2,0,0,1,0,0,9,9,E01018032,6,1,1.0,0.0,-1
2022351148255,2022,351148255,1,3,2,1,26,6,3,0,0,2,0,0,9,-1,-1,3,1,0.0,1.0,-1
2021351064259,2021,351064259,1,1,1,1,18,4,2,0,0,0,0,0,1,9,E01018231,5,1,1.0,0.0,-1
2024351442582,2024,351442582,1,1,1,2,36,7,3,0,0,0,0,0,9,5,E01029953,3,1,0.0,1.0,3
2021351133514,2021,351133514,2,1,1,1,50,8,3,0,0,0,0,0,1,9,E01018298,3,1,0.0,1.0,-1
2022351214335,2022,351214335,2,2,1,1,51,8,3,0,0,0,0,0,9,9,E01018231,3,1,0.0,1.0,-1
2020350936976,2020,350936976,2,1,1,1,60,9,3,0,0,0,0,0,1,8,E01017992,3,1,0.0,1.0,-1
2024351423618,2024,351423618,2,1,1,1,25,5,3,0,0,0,0,0,1,10,E01018234,3,1,0.0,1.0,2
2024351541885,2024,351541885,2,2,1,1,-1,-1,3,0,0,0,0,0,1,-1,-1,3,1,0.0,1.0,-1
2024351479645,2024,351479645,1,1,1,1,62,9,2,0,0,0,0,0,3,5,E01017947,5,1,1.0,0.0,1
2023351369022,2023,351369022,1,1,3,1,-1,-1,3,5,9,0,0,0,0,-1,-1,3,1,0.0,1.0,-1
2022351216611,2022,351216611,1,1,1,1,54,8,3,0,0,0,0,0,5,4,E01026646,3,1,0.0,1.0,-1
2024351409301,2024,351409301,2,1,1,2,40,7,2,0,0,0,0,0,1,10,E01018256,7,1,1.0,0.0,1
2024351502467,2024,351502467,2,1,1,2,30,6,3,0,0,0,0,0,9,6,-1,3,1,0.0,1.0,5
2024351541658,2024,351541658,2,1,1,1,29,6,2,0,0,0,0,0,3,6,E01017994,7,1,1.0,0.0,1
2023351267493,2023,351267493,2,1,1,2,40,7,2,0,0,0,0,0,1,10,E01017955,7,1,1.0,0.0,-1
2020350959109,2020,350959109,2,1,1,2,36,7,3,0,0,0,0,0,9,9,E01018298,3,1,0.0,1.0,-1
2024351510976,2024,351510976,2,1,1,1,20,4,3,0,0,0,0,0,3,8,E01018136,3,1,0.0,1.0,4
2020350974103,2020,350974103,1,1,3,1,3,1,2,5,1,0,0,0,0,5,E01017997,7,1,1.0,0.0,-1
2023351347225,2023,351347225,1,1,1,1,24,5,3,0,0,0,0,0,9,8,E01017989,3,1,0.0,1.0,-1
2022351143810,2022,351143810,1,1,1,1,22,5,3,0,0,0,0,0,9,8,E01023656,3,1,0.0,1.0,-1
2024351412301,2024,351412301,2,1,1,1,45,7,3,0,0,0,0,0,19,2,E01027942,3,1,0.0,1.0,5
2021351095404,2021,351095404,2,1,1,1,21,5,3,0,0,0,0,0,-1,3,E01033092,3,1,0.0,1.0,-1
2023351344744,2023,351344744,2,1,1,1,37,7,3,0,0,0,0,0,9,3,E01017971,3,1,0.0,1.0,-1
2021351020325,2021,351020325,1,1,2,1,45,7,3,0,0,2,0,0,9,5,E01018041,3,1,0.0,1.0,-1
2020350926172,2020,350926172,2,1,1,1,-1,-1,3,0,0,0,0,0,1,7,E01018002,3,1,0.0,1.0,-1
2021351059231,2021,351059231,2,1,1,1,35,6,3,0,0,0,0,0,1,3,E01017975,3,1,0.0,1.0,-1
2023351306117,2023,351306117,1,1,3,1,5,1,3,9,3,0,0,-1,0,5,E01017960,3,1,0.0,1.0,-1
2022351192489,2022,351192489,2,1,1,2,29,6,3,0,0,0,0,0,1,10,E01023476,3,1,0.0,1.0,-1
2023351400301,2023,351400301,2,1,1,2,53,8,3,0,0,0,0,0,9,7,E01018002,3,1,0.0,1.0,-1
2022351218379,2022,351218379,2,2,2,2,-1,-1,3,0,0,1,0,0,9,-1,-1,3,1,0.0,1.0,-1
2023351393010,2023,351393010,1,2,3,1,23,5,2,5,1,0,0,0,0,7,E01032795,7,1,1.0,0.0,-1
2020350984345,2020,350984345,1,1,1,2,29,6,3,0,0,0,0,0,1,-1,-1,3,1,0.0,1.0,-1
2022351265862,2022,351265862,2,2,1,2,31,6,3,0,0,0,0,0,9,10,E01018007,3,1,0.0,1.0,-1
2020350929066,2020,350929066,2,1,1,1,43,7,3,0,0,0,0,0,1,9,E01018298,3,1,0.0,1.0,-1
2024351403801,2024,351403801,1,1,1,1,55,8,2,0,0,0,0,0,1,3,E01017978,5,1,1.0,0.0,1
2022351251263,2022,351251263,2,1,1,2,29,6,3,0,0,0,0,0,1,8,E01018286,3,1,0.0,1.0,-1
2023351365859,2023,351365859,1,1,2,2,3,1,3,0,0,2,0,0,9,-1,-1,3,1,0.0,1.0,-1
2022351196112,2022,351196112,1,1,1,1,62,9,1,0,0,0,0,0,9,10,E01018237,1,1,0.0,0.0,-1
2024351493591,2024,351493591,1,6,1,2,36,7,3,0,0,0,0,0,9,7,E01028255,3,1,0.0,1.0,5
2024351476845,2024,351476845,2,1,1,2,25,5,3,0,0,0,0,0,9,10,E01018013,3,1,0.0,1.0,2
2021351030734,2021,351030734,1,2,2,2,2,1,3,0,0,2,0,0,9,10,E01018251,3,1,0.0,1.0,-1
2022351130929,2022,351130929,2,1,1,1,15,3,3,0,0,0,0,0,1,2,E01017948,3,1,0.0,1.0,-1
2020350970607,2020,350970607,2,2,2,2,5,1,3,0,0,2,0,0,9,8,E01018238,3,1,0.0,1.0,-1
2021351059580,2021,351059580,1,1,3,1,22,5,2,1,1,0,0,0,0,-1,-1,7,1,1.0,0.0,-1
2023351318599,2023,351318599,2,2,2,1,31,6,2,0,0,1,0,0,9,3,E01026983,7,1,1.0,0.0,-1
2023351356003,2023,351356003,2,1,1,1,24,5,2,0,0,0,0,0,1,9,E01018010,7,1,1.0,0.0,-1
2021351034034,2021,351034034,2,1,1,1,23,5,3,0,0,0,0,0,1,6,E01017961,3,1,0.0,1.0,-1
2023351368926,2023,351368926,1,1,1,1,30,6,3,0,0,0,0,0,1,3,E01017978,3,1,0.0,1.0,-1
2024351490041,2024,351490041,2,1,1,1,9,2,3,0,0,0,0,0,1,7,E01018000,3,1,0.0,1.0,1
2021351086326,2021,351086326,1,1,3,2,80,11,2,10,9,0,0,0,0,8,E01017992,7,1,1.0,0.0,-1
2021351036165,2021,351036165,2,1,1,1,39,7,3,0,0,0,0,0,1,5,E01017991,3,1,0.0,1.0,-1
2023351367576,2023,351367576,1,1,3,1,31,6,2,5,7,0,0,0,0,10,E01017986,7,1,1.0,0.0,-1
2024351510253,2024,351510253,1,1,1,1,49,8,3,0,0,0,0,0,9,10,E01021739,3,1,0.0,1.0,4
2021351064130,2021,351064130,2,2,1,1,38,7,3,0,0,0,0,0,1,5,E01032802,3,1,0.0,1.0,-1
2023351386620,2023,351386620,2,1,1,2,61,9,3,0,0,0,0,0,1,6,E01017962,3,1,0.0,1.0,-1
2024351398889,2024,351398889,1,1,1,1,29,6,3,0,0,0,0,0,9,5,E01018233,3,1,0.0,1.0,2
2023351363430,2023,351363430,2,1,1,1,15,3,3,0,0,0,0,0,1,9,E01017988,3,1,0.0,1.0,-1
2023351273193,2023,351273193,1,1,1,1,41,7,3,0,0,0,0,0,5,10,E01018055,3,1,0.0,1.0,-1
2023351363906,2023,351363906,1,1,1,1,19,4,2,0,0,0,0,0,9,10,E01018222,6,1,1.0,0.0,-1
2024351398439,2024,351398439,1,1,1,1,19,4,3,0,0,0,0,0,-1,7,E01035522,3,1,0.0,1.0,1
2024351448870,2024,351448870,2,1,1,2,55,8,2,0,0,0,0,0,1,8,E01018257,7,1,1.0,0.0,2
2022351280129,2022,351280129,2,2,1,2,25,5,2,0,0,0,0,0,9,9,E01018181,7,1,1.0,0.0,-1
2021351128179,2021,351128179,2,1,1,1,55,8,2,0,0,0,0,0,1,3,E01017971,7,1,1.0,0.0,-1
2022351171048,2022,351171048,2,1,1,2,60,9,3,0,0,0,0,0,1,10,E01018248,3,1,0.0,1.0,-1
2021351114460,2021,351114460,2,1,1,2,53,8,2,0,0,0,0,0,1,7,E01018218,7,1,1.0,0.0,-1
2024351430013,2024,351430013,2,1,1,1,29,6,3,0,0,0,0,0,1,7,E01018279,3,1,0.0,1.0,3
2021351039677,2021,351039677,2,2,2,2,25,5,3,0,0,1,0,0,9,6,E01017967,3,1,0.0,1.0,-1
2022351172749,2022,351172749,2,1,1,2,38,7,3,0,0,0,0,0,90,10,E01018262,3,1,0.0,1.0,-1
2021351081559,2021,351081559,2,1,1,2,-1,-1,3,0,0,0,0,0,1,-1,-1,3,1,0.0,1.0,-1
2020350977946,2020,350977946,2,1,1,1,54,8,2,0,0,0,0,0,9,6,E01017962,5,1,1.0,0.0,-1
2022351176258,2022,351176258,1,1,3,1,42,7,3,9,5,0,0,0,0,5,E01026693,3,1,0.0,1.0,-1
2021351079958,2021,351079958,2,1,2,2,34,6,3,0,0,2,0,0,9,5,E01017945,3,1,0.0,1.0,-1
2024351448805,2024,351448805,1,1,1,1,19,4,2,0,0,0,0,0,3,6,E01017962,7,1,1.0,0.0,1
2020350949385,2020,350949385,2,1,1,2,44,7,2,0,0,0,0,0,1,10,E01018262,7,1,1.0,0.0,-1
2022351250487,2022,351250487,2,2,1,1,-1,-1,3,0,0,0,0,0,2,-1,-1,3,1,0.0,1.0,-1
2024351498240,2024,351498240,2,1,1,1,17,4,3,0,0,0,0,0,1,8,E01035511,3,1,0.0,1.0,1
2023351377456,2023,351377456,1,1,1,1,21,5,3,0,0,0,0,0,5,5,E01007953,3,1,0.0,1.0,-1
2023351366550,2023,351366550,2,1,1,2,36,7,2,0,0,0,0,0,1,2,E01017946,6,1,1.0,0.0,-1
2022351264286,2022,351264286,1,1,1,1,14,3,2,0,0,0,0,0,3,6,E01017962,6,1,1.0,0.0,-1
2024351428241,2024,351428241,2,1,1,1,30,6,3,0,0,0,0,0,5,7,E01018053,3,1,0.0,1.0,3
2024351422777,2024,351422777,1,2,3,1,2,1,3,6,9,0,0,-1,0,5,E01017947,3,1,0.0,1.0,1
2023351326124,2023,351326124,2,1,1,1,26,6,3,0,0,0,0,0,1,8,E01017987,3,1,0.0,1.0,-1
2022351203015,2022,351203015,2,2,1,2,31,6,3,0,0,0,0,0,9,8,E01033119,3,1,0.0,1.0,-1
2023351363457,2023,351363457,2,1,1,1,27,6,3,0,0,0,0,0,3,3,E01017971,3,1,0.0,1.0,-1
2024351508040,2024,351508040,1,1,1,1,47,8,3,0,0,0,0,0,9,6,E01021971,3,1,0.0,1.0,4
2020350929026,2020,350929026,2,2,1,1,63,9,3,0,0,0,0,0,9,10,E01018305,3,1,0.0,1.0,-1
2021351110580,2021,351110580,2,2,1,2,58,9,3,0,0,0,0,0,9,10,E01018222,3,1,0.0,1.0,-1
2020350918411,2020,350918411,1,1,1,1,63,9,3,0,0,0,0,0,1,8,E01018000,3,1,0.0,1.0,-1
2021351118676,2021,351118676,2,1,1,2,55,8,2,0,0,0,0,0,1,8,E01017992,7,1,1.0,0.0,-1
2020350930428,2020,350930428,2,1,1,2,23,5,3,0,0,0,0,0,1,9,E01017958,3,1,0.0,1.0,-1
2020350990174,2020,350990174,2,2,2,1,52,8,3,0,0,1,0,0,9,10,E01018252,3,1,0.0,1.0,-1
2024351396344,2024,351396344,2,1,1,2,64,9,3,0,0,0,0,0,9,5,E01017953,3,1,0.0,1.0,2
2024351452465,2024,351452465,2,1,1,2,33,6,3,0,0,0,0,0,1,3,E01017971,3,1,0.0,1.0,1
2020351003812,2020,351003812,1,1,1,1,75,10,3,0,0,0,0,0,9,10,E01018237,3,1,0.0,1.0,-1
2024351404862,2024,351404862,2,1,1,1,53,8,3,0,0,0,0,0,9,7,E01016820,3,1,0.0,1.0,4
2022351165292,2022,351165292,2,1,1,2,18,4,3,0,0,0,0,0,1,9,E01017968,3,1,0.0,1.0,-1
2023351372000,2023,351372000,1,1,1,1,21,5,3,0,0,0,0,0,9,6,E01025456,3,1,0.0,1.0,-1
2021351083531,2021,351083531,2,1,1,2,-1,-1,3,0,0,0,0,0,1,4,E01017953,3,1,0.0,1.0,-1
2022351240850,2022,351240850,1,1,1,1,18,4,3,0,0,0,0,0,1,10,E01018266,3,1,0.0,1.0,-1
2021351070571,2021,351070571,2,2,1,2,37,7,3,0,0,0,0,0,9,8,E01018003,3,1,0.0,1.0,-1
2023351345219,2023,351345219,2,1,1,1,21,5,3,0,0,0,0,0,1,7,E01032797,3,1,0.0,1.0,-1
2023351279242,2023,351279242,2,1,2,1,55,8,3,0,0,0,0,0,19,10,E01018266,3,1,0.0,1.0,-1
2022351201569,2022,351201569,2,1,1,1,28,6,3,0,0,0,0,0,-1,6,E01017951,3,1,0.0,1.0,-1
2021351058834,2021,351058834,2,1,1,1,14,3,3,0,0,0,0,0,1,8,E01018003,3,1,0.0,1.0,-1
2023351301533,2023,351301533,1,1,1,1,19,4,3,0,0,0,0,0,3,8,E01018003,3,1,0.0,1.0,-1
2021351130608,2021,351130608,2,1,1,1,20,4,3,0,0,0,0,0,3,5,E01018273,3,1,0.0,1.0,-1
2021351063732,2021,351063732,2,1,1,2,17,4,2,0,0,0,0,0,1,6,E01017999,7,1,1.0,0.0,-1
2020350970035,2020,350970035,2,1,1,1,14,3,3,0,0,0,0,0,1,7,E01018002,3,1,0.0,1.0,-1
2023351324062,2023,351324062,2,1,1,1,-1,-1,3,0,0,0,0,0,1,8,E01018003,3,1,0.0,1.0,-1
2020350992477,2020,350992477,1,1,1,1,42,7,3,0,0,0,0,0,3,5,E01018009,3,1,0.0,1.0,-1
2023351347088,2023,351347088,1,2,2,2,33,6,3,0,0,2,0,0,8,5,E01029955,3,1,0.0,1.0,-1
2023351402864,2023,351402864,2,1,1,1,31,6,3,0,0,0,0,0,3,9,E01017993,3,1,0.0,1.0,-1
2023351388705,2023,351388705,2,1,1,2,41,7,3,0,0,0,0,0,9,8,E01018003,3,1,0.0,1.0,-1
2024351500626,2024,351500626,2,1,1,1,31,6,3,0,0,0,0,0,1,8,E01018287,3,1,0.0,1.0,1
2022351251249,2022,351251249,2,1,1,1,31,6,3,0,0,0,0,0,1,8,E01018001,3,1,0.0,1.0,-1
2020350963311,2020,350963311,2,1,1,1,47,8,3,0,0,0,0,0,1,8,E01017990,3,1,0.0,1.0,-1
2021351110132,2021,351110132,1,1,1,2,63,9,2,0,0,0,0,0,9,5,E01017997,6,1,1.0,0.0,-1
2023351345047,2023,351345047,2,1,1,1,43,7,3,0,0,0,0,0,9,6,E01017973,3,1,0.0,1.0,-1
2020350925143,2020,350925143,1,1,1,1,14,3,3,0,0,0,0,0,1,8,E01017992,3,1,0.0,1.0,-1
2021351094983,2021,351094983,2,1,1,1,24,5,3,0,0,0,0,0,4,6,E01018005,3,1,0.0,1.0,-1
2024351440792,2024,351440792,3,2,1,2,54,8,3,0,0,0,0,0,9,4,E01018044,3,1,0.0,1.0,4
2022351242767,2022,351242767,1,1,1,1,24,5,3,0,0,0,0,0,3,5,E01018273,3,1,0.0,1.0,-1
2021351052230,2021,351052230,2,1,1,1,54,8,3,0,0,0,0,0,3,7,E01017457,3,1,0.0,1.0,-1
2023351345484,2023,351345484,2,2,2,1,62,9,3,0,0,1,0,0,9,7,E01018220,3,1,0.0,1.0,-1
2022351207041,2022,351207041,1,1,1,1,36,7,3,0,0,0,0,0,9,3,E01026033,3,1,0.0,1.0,-1
2021351097848,2021,351097848,1,1,2,2,-1,-1,3,0,0,0,-1,0,11,-1,-1,3,1,0.0,1.0,-1
2024351537544,2024,351537544,2,1,1,1,51,8,3,0,0,0,0,0,1,5,E01033121,3,1,0.0,1.0,1
2020350936826,2020,350936826,1,2,2,1,23,5,3,0,0,1,0,0,9,10,E01018252,3,1,0.0,1.0,-1
2022351239344,2022,351239344,1,1,1,2,45,7,3,0,0,0,0,0,9,7,E01018294,3,1,0.0,1.0,-1
2020350938822,2020,350938822,1,1,1,2,29,6,3,0,0,0,0,0,19,7,E01017994,3,1,0.0,1.0,-1
2020350979773,2020,350979773,2,1,1,2,21,5,3,0,0,0,0,0,1,8,E01017990,3,1,0.0,1.0,-1
2021351129108,2021,351129108,1,1,1,1,64,9,3,0,0,0,0,0,9,9,E01018161,3,1,0.0,1.0,-1
2023351306697,2023,351306697,2,1,1,1,19,4,3,0,0,0,0,0,4,10,E01018007,3,1,0.0,1.0,-1
2024351434650,2024,351434650,2,1,1,1,30,6,3,0,0,0,0,0,-1,10,E01018256,3,1,0.0,1.0,1
2024351538022,2024,351538022,2,1,1,2,31,6,3,0,0,0,0,0,9,4,E01029927,3,1,0.0,1.0,4
2024351452924,2024,351452924,1,1,1,1,30,6,3,0,0,0,0,0,3,7,E01018286,3,1,0.0,1.0,1
2024351398371,2024,351398371,2,1,1,1,43,7,3,0,0,0,0,0,1,7,E01017989,3,1,0.0,1.0,1
2020350922100,2020,350922100,2,1,1,2,39,7,3,0,0,0,0,0,1,6,E01017973,3,1,0.0,1.0,-1
2021351040409,2021,351040409,1,1,1,2,22,5,3,0,0,0,0,0,9,9,E01018254,3,1,0.0,1.0,-1
2024351537155,2024,351537155,2,1,1,1,27,6,3,0,0,0,0,0,3,5,E01017999,3,1,0.0,1.0,1
2023351316447,2023,351316447,2,1,1,2,44,7,3,0,0,0,0,0,1,7,E01017994,3,1,0.0,1.0,-1
2021351072664,2021,351072664,1,1,1,2,20,4,3,0,0,0,0,0,3,3,E01017975,3,1,0.0,1.0,-1
2023351264422,2023,351264422,2,1,1,2,18,4,3,0,0,0,0,0,1,10,E01017964,3,1,0.0,1.0,-1
2022351267914,2022,351267914,1,1,1,2,60,9,2,0,0,0,0,0,9,8,E01018257,7,1,1.0,0.0,-1
2024351486372,2024,351486372,2,1,1,2,36,7,2,0,0,0,0,0,1,7,E01035525,7,1,1.0,0.0,1
2022351239344,2022,351239344,2,2,1,2,30,6,3,0,0,0,0,0,9,9,E01018298,3,1,0.0,1.0,-1
2021351068876,2021,351068876,1,1,1,1,19,4,3,0,0,0,0,0,9,2,E01001438,3,1,0.0,1.0,-1
2021351060691,2021,351060691,2,1,1,1,28,6,3,0,0,0,0,0,1,7,E01017994,3,1,0.0,1.0,-1
2023351262974,2023,351262974,2,1,1,2,29,6,3,0,0,0,0,0,1,3,E01017952,3,1,0.0,1.0,-1
2023351321654,2023,351321654,1,1,1,1,20,4,3,0,0,0,0,0,3,6,E01018005,3,1,0.0,1.0,-1
2022351137656,2022,351137656,2,1,1,1,-1,-1,2,0,0,0,0,0,1,5,E01017954,6,1,1.0,0.0,-1
2023351430048,2023,351430048,1,1,1,2,16,4,3,0,0,0,0,0,97,8,E01018236,3,1,0.0,1.0,-1
2021351092941,2021,351092941,1,1,1,2,78,11,3,0,0,0,0,0,9,10,E01017996,3,1,0.0,1.0,-1
2024351529587,2024,351529587,1,1,1,1,22,5,3,0,0,0,0,0,1,10,E01017985,3,1,0.0,1.0,1
2023351354332,2023,351354332,2,2,1,2,21,5,3,0,0,0,0,0,9,10,E01017964,3,1,0.0,1.0,-1
2022351172914,2022,351172914,2,1,1,1,41,7,3,0,0,0,0,0,3,9,E01018299,3,1,0.0,1.0,-1
2023351372965,2023,351372965,2,2,2,1,11,3,3,0,0,1,0,0,9,-1,-1,3,1,0.0,1.0,-1
2021351058918,2021,351058918,2,1,1,2,47,8,3,0,0,0,0,0,1,8,E01018297,3,1,0.0,1.0,-1
2024351460261,2024,351460261,1,1,3,2,37,7,3,10,9,0,0,-1,0,7,E01017969,3,1,0.0,1.0,1
2020350978629,2020,350978629,2,1,1,1,37,7,3,0,0,0,0,0,1,3,E01029954,3,1,0.0,1.0,-1
2022351286399,2022,351286399,1,2,2,2,18,4,2,0,0,0,0,0,4,6,E01017951,7,1,1.0,0.0,-1
2024351501633,2024,351501633,2,1,1,2,13,3,3,0,0,0,0,0,1,7,E01035527,3,1,0.0,1.0,1
2021351064572,2021,351064572,2,1,1,2,26,6,3,0,0,0,0,0,1,3,E01017978,3,1,0.0,1.0,-1
2021351042236,2021,351042236,2,1,1,2,21,5,3,0,0,0,0,0,1,8,E01018000,3,1,0.0,1.0,-1
2021351130098,2021,351130098,1,1,1,1,51,8,3,0,0,0,0,0,3,-1,-1,3,1,0.0,1.0,-1
2024351535073,2024,351535073,2,1,1,2,22,5,3,0,0,0,0,0,1,8,E01017992,3,1,0.0,1.0,1
2023351318125,2023,351318125,2,1,1,2,45,7,3,0,0,0,0,0,9,9,E01018202,3,1,0.0,1.0,-1
2024351457227,2024,351457227,2,1,1,1,34,6,3,0,0,0,0,0,1,5,E01017947,3,1,0.0,1.0,1
2024351427985,2024,351427985,2,1,1,1,57,9,3,0,0,0,0,0,1,10,E01018232,3,1,0.0,1.0,1
2021351117732,2021,351117732,1,1,3,1,40,7,3,1,3,0,0,0,0,4,E01017542,3,1,0.0,1.0,-1
2022351195296,2022,351195296,2,1,1,1,16,4,3,0,0,0,0,0,1,4,E01017947,3,1,0.0,1.0,-1
2024351532784,2024,351532784,2,1,1,1,59,9,3,0,0,0,0,0,1,2,E01017977,3,1,0.0,1.0,1
2020350965549,2020,350965549,1,1,1,1,21,5,3,0,0,0,0,0,9,3,E01017977,3,1,0.0,1.0,-1
2024351398870,2024,351398870,2,1,1,1,24,5,3,0,0,0,0,0,-1,5,E01017960,3,1,0.0,1.0,1
2022351197558,2022,351197558,2,1,1,1,25,5,3,0,0,0,0,0,3,9,E01018006,3,1,0.0,1.0,-1
2024351473897,2024,351473897,2,1,1,1,58,9,3,0,0,0,0,0,1,9,E01017988,3,1,0.0,1.0,1
2020350917028,2020,350917028,1,1,1,1,17,4,3,0,0,0,0,0,1,8,E01033116,3,1,0.0,1.0,-1
2020350953757,2020,350953757,2,1,1,2,22,5,3,0,0,0,0,0,1,10,E01017995,3,1,0.0,1.0,-1
2023351266806,2023,351266806,2,1,1,1,19,4,3,0,0,0,0,0,3,8,E01033116,3,1,0.0,1.0,-1
2021351063680,2021,351063680,2,1,1,1,46,8,2,0,0,0,0,0,1,10,E01018262,7,1,1.0,0.0,-1
2022351235382,2022,351235382,2,1,1,1,43,7,3,0,0,0,0,0,5,3,E01023496,3,1,0.0,1.0,-1
2020351004143,2020,351004143,2,1,1,1,43,7,2,0,0,0,0,0,1,3,E01017971,7,1,1.0,0.0,-1
2022351220036,2022,351220036,1,1,1,1,37,7,3,0,0,0,0,0,5,3,E01008921,3,1,0.0,1.0,-1
2020350931198,2020,350931198,1,3,3,2,-1,-1,3,8,1,0,0,-1,0,10,E01023482,3,1,0.0,1.0,-1
2022351129020,2022,351129020,2,1,1,1,50,8,3,0,0,0,0,0,4,9,E01018231,3,1,0.0,1.0,-1
2023351305616,2023,351305616,2,3,2,2,80,11,2,0,0,1,0,0,9,9,E01013802,6,1,1.0,0.0,-1
2022351267933,2022,351267933,2,1,1,2,28,6,3,0,0,0,0,0,1,8,E01018003,3,1,0.0,1.0,-1
2024351460010,2024,351460010,1,1,1,1,-1,-1,2,0,0,0,0,0,1,8,E01035514,7,1,1.0,0.0,1
2021351088411,2021,351088411,1,1,1,2,53,8,3,0,0,0,0,0,9,9,E01018202,3,1,0.0,1.0,-1
2023351388186,2023,351388186,1,1,1,1,64,9,3,0,0,0,0,0,9,6,E01017961,3,1,0.0,1.0,-1
2021351030187,2021,351030187,1,1,1,1,41,7,2,0,0,0,0,0,19,7,E01028387,7,1,1.0,0.0,-1
2024351496637,2024,351496637,1,1,3,2,11,3,3,5,9,0,0,-1,0,10,E01017964,3,1,0.0,1.0,1
2021351048776,2021,351048776,1,1,1,1,27,6,3,0,0,0,0,0,4,6,E01017951,3,1,0.0,1.0,-1
2022351184629,2022,351184629,2,1,1,1,-1,-1,3,0,0,0,0,0,1,7,E01018243,3,1,0.0,1.0,-1
2022351173026,2022,351173026,2,1,1,1,42,7,3,0,0,0,0,0,90,7,E01017963,3,1,0.0,1.0,-1
